time,direction,entry_price,exit_price,net_pnl,fvg_confirmed,mom_score,brk_score,hold_bars,ticker
2026-02-09 10:06:00-05:00,long,692.0459,693.1332,107.74,True,0.001039,0.000347,30,SPY
2026-02-09 13:21:00-05:00,short,693.6065,695.2475,-165.1,False,-0.001249,-0.001427,30,SPY
2026-02-10 09:52:00-05:00,long,695.1673,695.9368,75.95,True,0.001017,0.000273,30,SPY
2026-02-11 09:45:00-05:00,long,696.4281,691.0443,-539.37,False,0.003926,0.003349,30,SPY
2026-02-11 10:52:00-05:00,long,692.1409,692.8834,73.25,True,0.001423,0.000673,30,SPY
2026-02-11 12:25:00-05:00,long,693.9468,692.7869,-116.99,True,0.001217,0.000692,30,SPY
2026-02-11 14:45:00-05:00,short,692.2037,693.2965,-110.28,True,-0.001495,-0.00183,30,SPY
2026-02-12 09:45:00-05:00,long,693.9568,693.0333,-93.35,True,0.001732,0.001256,30,SPY
2026-02-12 10:54:00-05:00,short,689.1653,685.3725,378.27,True,-0.001177,-0.001875,30,SPY
2026-02-12 12:00:00-05:00,short,683.3981,684.4971,-110.9,False,-0.001087,-0.001388,30,SPY
2026-02-12 13:07:00-05:00,long,684.292,683.4681,-83.39,False,0.001077,0.000732,30,SPY
2026-02-12 14:11:00-05:00,short,683.5081,685.5826,-208.46,False,-0.001079,-0.001548,30,SPY
2026-02-13 09:45:00-05:00,short,681.719,682.241,-53.2,True,-0.00194,-0.002618,30,SPY
2026-02-13 10:46:00-05:00,short,680.7395,683.7217,-299.22,True,-0.001667,-0.005054,30,SPY
2026-02-13 13:52:00-05:00,short,684.0778,685.4726,-140.48,True,-0.001125,-0.001728,30,SPY
2026-02-13 14:59:00-05:00,short,682.0588,680.9703,107.85,True,-0.00102,-0.002062,30,SPY
2026-02-09 10:01:00-05:00,long,609.9898,611.3742,137.43,False,0.001079,0.000123,30,QQQ
2026-02-09 13:21:00-05:00,short,613.7654,615.5076,-175.23,False,-0.001752,-0.001938,30,QQQ
2026-02-10 09:45:00-05:00,short,613.0334,615.4025,-237.92,True,-0.00255,-0.00355,30,QQQ
2026-02-10 10:56:00-05:00,short,614.4426,615.3575,-92.49,True,-0.001301,-0.002742,30,QQQ
2026-02-10 13:56:00-05:00,long,614.1169,613.0133,-111.36,False,0.001165,0.000783,30,QQQ
2026-02-11 09:45:00-05:00,long,616.8383,609.9918,-685.64,False,0.006727,0.006087,30,QQQ
2026-02-11 10:49:00-05:00,short,609.4551,612.6262,-318.1,False,-0.001148,-0.001578,30,QQQ
2026-02-11 12:01:00-05:00,short,609.785,613.3642,-358.92,True,-0.001067,-0.002387,30,QQQ
2026-02-11 13:17:00-05:00,long,612.5661,612.7236,14.74,True,0.001172,0.000139,30,QQQ
2026-02-11 14:45:00-05:00,short,612.9034,614.2421,-134.87,True,-0.001969,-0.002635,30,QQQ
2026-02-12 09:49:00-05:00,short,612.1138,611.5556,54.81,True,-0.00105,-0.00176,30,QQQ
2026-02-12 10:54:00-05:00,short,607.2962,603.8318,345.44,True,-0.001667,-0.002528,30,QQQ
2026-02-12 12:06:00-05:00,long,604.1564,603.8779,-28.85,True,0.001208,0.000505,30,QQQ
2026-02-12 13:07:00-05:00,long,603.4816,602.7585,-73.31,True,0.001434,0.000796,30,QQQ
2026-02-12 14:11:00-05:00,short,602.5086,604.7222,-222.36,True,-0.001711,-0.002234,30,QQQ
2026-02-12 15:20:00-05:00,short,601.739,600.4301,129.89,True,-0.001185,-0.00194,30,QQQ
2026-02-13 09:50:00-05:00,short,599.5787,602.1109,-254.22,True,-0.00335,-0.00402,30,QQQ
2026-02-13 10:54:00-05:00,long,602.4711,601.2592,-122.19,True,0.001544,0.000482,30,QQQ
2026-02-13 11:56:00-05:00,long,605.0924,605.0073,-9.5,True,0.001086,0.000728,30,QQQ
2026-02-13 13:01:00-05:00,short,604.3777,606.2129,-184.53,False,-0.001054,-0.001931,30,QQQ
2026-02-13 14:41:00-05:00,short,603.733,603.8888,-16.58,True,-0.001286,-0.001832,30,QQQ
2026-02-09 09:55:00-05:00,short,405.797,410.3851,-459.81,False,-0.001299,-0.005937,30,MSFT
2026-02-09 10:57:00-05:00,long,411.9459,411.5141,-44.17,False,0.001544,0.001228,30,MSFT
2026-02-09 12:00:00-05:00,long,412.6762,411.9139,-77.23,True,0.00127,0.000742,30,MSFT
2026-02-09 13:32:00-05:00,long,412.8808,412.8435,-4.74,True,0.001469,0.000836,30,MSFT
2026-02-09 14:48:00-05:00,short,414.0509,413.7017,33.91,True,-0.001011,-0.001391,30,MSFT
2026-02-10 09:45:00-05:00,long,418.224,420.3197,208.57,True,0.012373,0.01109,30,MSFT
2026-02-10 10:56:00-05:00,short,421.1143,420.6002,50.41,False,-0.001353,-0.002025,30,MSFT
2026-02-10 12:48:00-05:00,short,418.7355,417.4536,127.19,True,-0.001071,-0.002548,30,MSFT
2026-02-10 13:54:00-05:00,long,417.3185,416.5815,-74.7,True,0.001307,0.000864,30,MSFT
2026-02-10 15:10:00-05:00,short,414.0529,413.9019,14.1,True,-0.001232,-0.002648,30,MSFT
2026-02-11 09:45:00-05:00,short,409.3902,404.9824,439.78,True,-0.011213,-0.012108,30,MSFT
2026-02-11 10:50:00-05:00,short,403.828,404.5922,-77.42,True,-0.001072,-0.002317,30,MSFT
2026-02-11 11:50:00-05:00,short,402.1188,402.6813,-57.24,True,-0.001168,-0.003517,30,MSFT
2026-02-11 12:57:00-05:00,short,403.4032,404.282,-88.88,True,-0.001119,-0.001596,30,MSFT
2026-02-11 14:06:00-05:00,short,404.3277,405.1925,-87.48,True,-0.001071,-0.001641,30,MSFT
2026-02-11 15:06:00-05:00,short,403.5981,403.8518,-26.37,True,-0.001681,-0.002273,30,MSFT
2026-02-12 09:45:00-05:00,short,401.2093,402.3011,-110.18,True,-0.006376,-0.007197,30,MSFT
2026-02-12 10:47:00-05:00,long,402.131,399.0704,-307.06,True,0.001348,0.0001,30,MSFT
2026-02-12 11:47:00-05:00,short,398.3907,401.2205,-283.98,True,-0.001711,-0.00416,30,MSFT
2026-02-12 13:01:00-05:00,long,403.8118,404.0479,22.61,True,0.001171,0.000521,30,MSFT
2026-02-12 14:01:00-05:00,short,405.0524,405.6527,-61.04,False,-0.001331,-0.001933,30,MSFT
2026-02-12 15:02:00-05:00,short,404.6975,403.8368,85.07,True,-0.001598,-0.002353,30,MSFT
2026-02-13 09:45:00-05:00,long,404.9874,401.6091,-338.83,True,0.003175,0.001968,30,MSFT
2026-02-13 10:46:00-05:00,short,399.5302,400.115,-59.47,False,-0.001503,-0.009073,30,MSFT
2026-02-13 11:46:00-05:00,long,401.6657,402.8935,121.77,True,0.001582,0.000536,30,MSFT
2026-02-13 13:00:00-05:00,long,403.9419,404.2228,27.09,False,0.001269,0.000892,30,MSFT
2026-02-13 14:29:00-05:00,short,402.8285,401.8208,99.77,True,-0.001353,-0.00203,30,MSFT
2026-02-09 09:55:00-05:00,short,191.1943,191.1655,1.88,True,-0.003688,-0.011523,30,NVDA
2026-02-09 10:58:00-05:00,long,192.201,191.834,-37.7,True,0.003411,0.002636,30,NVDA
2026-02-09 12:00:00-05:00,short,191.2443,191.9609,-72.66,True,-0.001591,-0.002863,30,NVDA
2026-02-09 13:21:00-05:00,short,190.8095,191.0655,-26.59,False,-0.00254,-0.002899,30,NVDA
2026-02-09 14:24:00-05:00,long,191.4006,191.1794,-23.13,True,0.001271,0.001042,30,NVDA
2026-02-09 15:25:00-05:00,short,189.82,190.175,-36.5,True,-0.001336,-0.002622,30,NVDA
2026-02-10 09:55:00-05:00,long,189.6148,188.7556,-86.92,True,0.001494,0.000634,30,NVDA
2026-02-10 10:56:00-05:00,short,189.2352,189.6348,-40.95,True,-0.002503,-0.003238,30,NVDA
2026-02-10 12:18:00-05:00,long,190.06,190.1649,9.49,True,0.001185,0.000605,30,NVDA
2026-02-10 13:19:00-05:00,short,189.4852,189.4197,5.56,True,-0.00118,-0.002709,30,NVDA
2026-02-10 14:41:00-05:00,long,189.4147,188.5857,-83.9,True,0.001059,6.3e-05,30,NVDA
2026-02-11 09:45:00-05:00,long,193.3265,190.155,-318.15,True,0.02171,0.019871,30,NVDA
2026-02-11 10:49:00-05:00,short,190.145,192.006,-187.1,False,-0.002891,-0.003143,30,NVDA
2026-02-11 11:50:00-05:00,short,190.8445,191.4257,-59.11,False,-0.001355,-0.002403,30,NVDA
2026-02-11 13:10:00-05:00,short,191.3342,191.3656,-4.15,True,-0.001008,-0.002865,30,NVDA
2026-02-11 14:13:00-05:00,long,191.9059,191.824,-9.19,True,0.001409,0.000574,30,NVDA
2026-02-11 15:15:00-05:00,long,191.5807,191.0094,-58.13,True,0.001164,7.8e-05,30,NVDA
2026-02-12 09:45:00-05:00,long,191.9459,191.6426,-31.33,False,0.003691,0.003032,30,NVDA
2026-02-12 10:51:00-05:00,long,190.5853,188.2758,-231.94,True,0.002114,0.00163,30,NVDA
2026-02-12 11:54:00-05:00,long,189.4047,189.4952,8.05,False,0.001216,0.000854,30,NVDA
2026-02-12 12:54:00-05:00,short,189.5002,189.1679,32.23,True,-0.002108,-0.00305,30,NVDA
2026-02-12 14:04:00-05:00,short,189.5552,189.2346,31.06,False,-0.001143,-0.001501,30,NVDA
2026-02-12 15:07:00-05:00,short,187.7561,187.8839,-13.78,True,-0.001331,-0.003871,30,NVDA
2026-02-13 09:45:00-05:00,short,185.2873,183.1916,208.58,True,-0.012339,-0.012992,30,NVDA
2026-02-13 10:45:00-05:00,short,183.3073,183.5217,-22.44,True,-0.001478,-0.009082,30,NVDA
2026-02-13 11:52:00-05:00,short,183.518,184.626,-111.8,False,-0.001919,-0.0025,30,NVDA
2026-02-13 12:53:00-05:00,short,184.1779,184.5823,-41.44,True,-0.00117,-0.00185,30,NVDA
2026-02-13 13:58:00-05:00,short,183.9779,183.7918,17.6,False,-0.001075,-0.003142,30,NVDA
2026-02-13 14:58:00-05:00,short,182.8835,182.146,72.75,True,-0.00291,-0.005138,30,NVDA
2026-02-09 10:01:00-05:00,long,205.8479,207.3863,152.84,False,0.004203,0.001119,30,AMZN
2026-02-09 11:01:00-05:00,long,209.5597,209.3951,-17.46,False,0.0012,0.00043,30,AMZN
2026-02-09 12:01:00-05:00,long,212.5462,209.955,-260.13,True,0.003131,0.00073,30,AMZN
2026-02-09 13:02:00-05:00,long,210.3751,210.3598,-2.54,False,0.001562,0.000523,30,AMZN
2026-02-09 14:05:00-05:00,short,209.4752,208.8094,65.59,False,-0.001571,-0.002088,30,AMZN
2026-02-09 15:05:00-05:00,long,209.4897,209.0404,-45.93,True,0.001128,0.000717,30,AMZN
2026-02-10 09:45:00-05:00,short,206.3668,210.9154,-455.86,True,-0.011897,-0.012956,30,AMZN
2026-02-10 10:47:00-05:00,short,211.2043,210.6052,58.91,False,-0.001139,-0.002031,30,AMZN
2026-02-10 11:57:00-05:00,short,209.855,210.1151,-27.01,True,-0.001224,-0.002447,30,AMZN
2026-02-10 12:57:00-05:00,short,209.0654,208.084,97.14,True,-0.001181,-0.003952,30,AMZN
2026-02-10 14:05:00-05:00,short,208.0659,208.049,0.69,True,-0.00164,-0.002492,30,AMZN
2026-02-10 15:05:00-05:00,short,207.6361,207.6088,1.74,True,-0.001163,-0.001586,30,AMZN
2026-02-11 09:45:00-05:00,short,205.1724,205.2626,-10.02,True,-0.011845,-0.012555,30,AMZN
2026-02-11 10:48:00-05:00,short,205.4867,204.9324,54.43,False,-0.001634,-0.004023,30,AMZN
2026-02-11 11:48:00-05:00,short,203.4082,203.4617,-6.34,True,-0.001137,-0.003721,30,AMZN
2026-02-11 12:58:00-05:00,short,203.4665,204.2316,-77.51,False,-0.00148,-0.002263,30,AMZN
2026-02-11 14:01:00-05:00,short,204.4088,205.2124,-81.36,True,-0.001844,-0.003066,30,AMZN
2026-02-11 15:06:00-05:00,short,204.2978,204.022,26.58,True,-0.001373,-0.002683,30,AMZN
2026-02-12 09:45:00-05:00,short,201.949,201.7608,17.81,True,-0.009049,-0.011158,30,AMZN
2026-02-12 10:46:00-05:00,short,199.4852,198.4292,104.6,True,-0.002293,-0.00741,30,AMZN
2026-02-12 11:55:00-05:00,long,198.4792,199.3403,85.11,False,0.00159,0.000858,30,AMZN
2026-02-12 13:03:00-05:00,short,199.0654,199.3396,-28.42,False,-0.001094,-0.002629,30,AMZN
2026-02-12 14:03:00-05:00,short,199.5102,199.4597,4.05,True,-0.001101,-0.001675,30,AMZN
2026-02-12 15:03:00-05:00,short,198.5407,198.6243,-9.36,True,-0.001111,-0.00206,30,AMZN
2026-02-13 09:45:00-05:00,long,199.0147,197.991,-103.37,True,0.002481,0.001022,30,AMZN
2026-02-13 10:50:00-05:00,long,198.2701,198.9405,66.04,True,0.001795,0.000257,30,AMZN
2026-02-13 11:54:00-05:00,short,200.3098,200.6903,-39.05,True,-0.001133,-0.00353,30,AMZN
2026-02-13 13:01:00-05:00,short,199.935,200.3301,-40.51,False,-0.001457,-0.002021,30,AMZN
2026-02-13 14:26:00-05:00,short,199.6197,199.3436,26.61,True,-0.001427,-0.001702,30,AMZN
2026-02-13 15:26:00-05:00,short,198.3608,198.6743,-32.35,True,-0.001233,-0.002714,29,AMZN
2026-02-09 10:03:00-05:00,long,322.7113,322.7077,-1.36,True,0.006654,0.003578,30,GOOGL
2026-02-09 11:04:00-05:00,long,325.0374,325.2373,18.99,False,0.001014,0.000385,30,GOOGL
2026-02-09 12:12:00-05:00,long,327.4136,326.4068,-101.68,True,0.001098,0.000413,30,GOOGL
2026-02-10 09:45:00-05:00,short,314.8175,319.3196,-451.21,True,-0.026623,-0.028125,30,GOOGL
2026-02-10 10:45:00-05:00,short,318.1159,318.0589,4.69,False,-0.001453,-0.002601,30,GOOGL
2026-02-10 11:46:00-05:00,long,318.9594,319.2503,28.09,True,0.002368,0.001732,30,GOOGL
2026-02-10 12:58:00-05:00,short,318.4907,319.4596,-97.9,True,-0.001038,-0.002317,30,GOOGL
2026-02-10 14:30:00-05:00,long,319.4897,319.4052,-9.44,False,0.001075,0.000501,30,GOOGL
2026-02-11 09:45:00-05:00,short,317.881,314.4571,341.39,False,-0.006262,-0.006839,30,GOOGL
2026-02-11 10:48:00-05:00,short,311.7091,312.116,-41.69,False,-0.001559,-0.003419,30,GOOGL
2026-02-11 11:50:00-05:00,short,311.5641,311.6708,-11.66,False,-0.001152,-0.00157,30,GOOGL
2026-02-11 12:51:00-05:00,short,311.6441,311.3906,24.35,True,-0.002301,-0.002703,30,GOOGL
2026-02-11 14:03:00-05:00,short,311.4042,312.4961,-110.19,False,-0.001185,-0.001794,30,GOOGL
2026-02-11 15:21:00-05:00,short,310.4197,310.8353,-42.56,True,-0.001129,-0.002137,30,GOOGL
2026-02-12 10:02:00-05:00,long,311.3156,311.814,48.84,False,0.001332,0.000322,30,GOOGL
2026-02-12 11:05:00-05:00,short,309.915,313.1665,-326.15,True,-0.001755,-0.002285,30,GOOGL
2026-02-12 12:07:00-05:00,long,313.8969,314.2828,37.59,False,0.001222,0.000223,30,GOOGL
2026-02-12 13:07:00-05:00,long,312.7763,312.3238,-46.25,True,0.002013,6.4e-05,30,GOOGL
2026-02-12 14:10:00-05:00,short,310.4747,310.6052,-14.05,True,-0.001639,-0.003337,30,GOOGL
2026-02-12 15:10:00-05:00,short,309.1254,309.0645,5.09,True,-0.001321,-0.003094,30,GOOGL
2026-02-13 09:45:00-05:00,short,306.6177,306.6232,-1.55,True,-0.004727,-0.007085,30,GOOGL
2026-02-13 10:46:00-05:00,short,305.2074,306.0129,-81.55,False,-0.002208,-0.00712,30,GOOGL
2026-02-13 11:56:00-05:00,long,306.9134,306.7366,-18.68,True,0.001214,0.000734,30,GOOGL
2026-02-13 13:10:00-05:00,long,306.9334,306.9704,2.7,True,0.00174,0.000948,30,GOOGL
2026-02-13 14:41:00-05:00,short,307.1264,306.8126,30.37,True,-0.001154,-0.00143,30,GOOGL
2026-02-09 10:01:00-05:00,short,659.1502,662.6012,-346.09,False,-0.001355,-0.0034,30,META
2026-02-09 11:08:00-05:00,long,667.6537,672.8984,523.47,False,0.001589,0.00099,30,META
2026-02-09 12:12:00-05:00,long,681.4105,680.6545,-76.6,False,0.001134,0.000343,30,META
2026-02-09 13:21:00-05:00,short,678.1008,681.3605,-326.97,False,-0.001703,-0.00203,30,META
2026-02-09 14:25:00-05:00,long,681.4005,682.3687,95.81,True,0.001063,0.000521,30,META
2026-02-09 15:25:00-05:00,short,679.8899,677.2584,262.14,True,-0.002004,-0.003322,30,META
2026-02-10 09:55:00-05:00,long,677.1934,671.1542,-604.92,True,0.003764,0.001191,30,META
2026-02-10 10:56:00-05:00,short,670.7345,671.5056,-78.11,True,-0.001869,-0.006727,30,META
2026-02-10 12:03:00-05:00,long,672.3661,674.8079,243.18,False,0.001731,0.001177,30,META
2026-02-10 13:05:00-05:00,short,674.5526,674.1269,41.57,True,-0.001153,-0.00358,30,META
2026-02-10 14:34:00-05:00,short,672.0638,673.8368,-178.29,False,-0.001301,-0.001604,30,META
2026-02-11 09:45:00-05:00,short,668.0758,664.1019,396.39,True,-0.005707,-0.006968,30,META
2026-02-11 10:51:00-05:00,long,666.7106,668.4606,174.0,False,0.001546,0.001002,30,META
2026-02-11 11:56:00-05:00,short,663.8379,666.1872,-235.93,False,-0.001113,-0.004108,30,META
2026-02-11 12:56:00-05:00,short,662.1138,664.222,-211.82,True,-0.002298,-0.004777,30,META
2026-02-11 13:56:00-05:00,long,668.2648,667.8509,-42.38,True,0.001414,0.00051,30,META
2026-02-11 14:57:00-05:00,long,669.5946,668.7804,-82.42,True,0.001086,0.000765,30,META
2026-02-12 09:45:00-05:00,short,665.896,662.7112,317.48,False,-0.004089,-0.005435,30,META
2026-02-12 10:52:00-05:00,short,655.8094,647.7337,806.58,False,-0.001422,-0.002285,30,META
2026-02-12 11:56:00-05:00,long,652.326,652.0888,-24.72,False,0.002535,0.002152,30,META
2026-02-12 12:56:00-05:00,short,654.4376,653.8343,59.34,True,-0.001544,-0.003902,30,META
2026-02-12 13:57:00-05:00,long,654.1969,652.0089,-219.81,True,0.001093,0.000509,30,META
2026-02-12 15:18:00-05:00,short,650.8295,649.8047,101.47,False,-0.001454,-0.001939,30,META
2026-02-13 09:55:00-05:00,long,646.378,646.3792,-0.89,False,0.002252,0.000333,30,META
2026-02-13 10:55:00-05:00,long,647.9338,646.4866,-145.72,True,0.002686,0.001593,30,META
2026-02-13 11:59:00-05:00,short,648.8854,651.0404,-216.5,False,-0.001257,-0.001791,30,META
2026-02-13 13:01:00-05:00,short,647.9259,650.4901,-257.42,False,-0.001631,-0.002094,30,META
2026-02-13 14:13:00-05:00,short,647.676,645.7377,192.83,False,-0.001049,-0.001241,30,META
2026-02-13 15:14:00-05:00,short,642.2487,641.2004,103.83,True,-0.001513,-0.001973,30,META
